2026-08-22 21:34:29.340 | DEBUG    | cli              | elims_instruments.cli.boards:_repository:49 - Opening board repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_cli_crud_lifecycle0\bench.toml
2026-08-22 21:34:30.423 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:48 - Selecting driver for asset CNT-001 with type counter
2026-08-22 21:34:30.423 | DEBUG    | elims_instruments.intruments.counter.factory | elims_instruments.intruments.counter.factory:create:67 - Creating Keysight53220A driver for counter asset CNT-001
2026-08-22 21:34:30.423 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight53220A driver for asset CNT-001
2026-08-22 21:34:30.423 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:61 - Created Keysight53220A driver for asset CNT-001
2026-08-22 21:34:30.423 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:122 - Created 2 instrument drivers
2026-08-22 21:34:30.423 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:86 - Creating 0 board drivers using bench configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_creates_named_drive0\bench.toml
2026-08-22 21:34:30.424 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:103 - Created 0 board drivers
2026-08-22 21:34:30.424 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:106 - Loaded bench with 2 instruments and 0 boards
2026-08-22 21:34:30.483 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:94 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_creates_named_board0\bench.toml
2026-08-22 21:34:30.483 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_creates_named_board0\bench.toml
2026-08-22 21:34:30.483 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench instruments assignment primary_dmm -> DMM-001
2026-08-22 21:34:30.483 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:79 - Validated 1 bench instruments
2026-08-22 21:34:30.483 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench boards from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_creates_named_board0\bench.toml
2026-08-22 21:34:30.484 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench boards assignment characterization_board -> BRD-001
2026-08-22 21:34:30.484 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:79 - Validated 1 bench boards
2026-08-22 21:34:30.484 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:105 - Creating 1 instrument drivers using bench configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_creates_named_board0\bench.toml
2026-08-22 21:34:30.484 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:114 - Resolving bench instrument primary_dmm from asset DMM-001
2026-08-22 21:34:30.484 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 21:34:30.485 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:48 - Selecting driver for asset DMM-001 with type multimeter
2026-08-22 21:34:30.485 | DEBUG    | elims_instruments.intruments.multimeter.factory | elims_instruments.intruments.multimeter.factory:create:67 - Creating Keysight34401A driver for multimeter asset DMM-001
2026-08-22 21:34:30.485 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight34401A driver for asset DMM-001
2026-08-22 21:34:30.485 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:61 - Created Keysight34401A driver for asset DMM-001
2026-08-22 21:34:30.485 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:122 - Created 1 instrument drivers
2026-08-22 21:34:30.485 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:86 - Creating 1 board drivers using bench configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_creates_named_board0\bench.toml
2026-08-22 21:34:30.486 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:95 - Resolving board characterization_board from asset BRD-001
2026-08-22 21:34:30.486 | DEBUG    | elims_instruments.boards.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 21:34:30.487 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create:43 - Creating Board driver for board asset BRD-001
2026-08-22 21:34:30.487 | DEBUG    | elims_instruments.boards.abstract | elims_instruments.boards.abstract:__init__:20 - Initialized Board driver for board asset BRD-001
2026-08-22 21:34:30.487 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:103 - Created 1 board drivers
2026-08-22 21:34:30.487 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:106 - Loaded bench with 1 instruments and 1 boards
2026-08-22 21:34:30.547 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:94 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_without_board_table0\bench.toml
2026-08-22 21:34:30.547 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_without_board_table0\bench.toml
2026-08-22 21:34:30.547 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench instruments assignment primary_dmm -> DMM-001
2026-08-22 21:34:30.547 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:79 - Validated 1 bench instruments
2026-08-22 21:34:30.547 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench boards from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_without_board_table0\bench.toml
2026-08-22 21:34:30.547 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:105 - Creating 1 instrument drivers using bench configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_without_board_table0\bench.toml
2026-08-22 21:34:30.548 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:114 - Resolving bench instrument primary_dmm from asset DMM-001
2026-08-22 21:34:30.548 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 21:34:30.548 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:48 - Selecting driver for asset DMM-001 with type multimeter
2026-08-22 21:34:30.548 | DEBUG    | elims_instruments.intruments.multimeter.factory | elims_instruments.intruments.multimeter.factory:create:67 - Creating Keysight34401A driver for multimeter asset DMM-001
2026-08-22 21:34:30.548 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight34401A driver for asset DMM-001
2026-08-22 21:34:30.548 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:61 - Created Keysight34401A driver for asset DMM-001
2026-08-22 21:34:30.548 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:122 - Created 1 instrument drivers
2026-08-22 21:34:30.549 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:86 - Creating 0 board drivers using bench configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_without_board_table0\bench.toml
2026-08-22 21:34:30.549 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:103 - Created 0 board drivers
2026-08-22 21:34:30.549 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:106 - Loaded bench with 1 instruments and 0 boards
2026-08-22 21:34:30.610 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:94 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_rejects_missing_ass0\bench.toml
2026-08-22 21:34:30.610 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_rejects_missing_ass0\bench.toml
2026-08-22 21:34:30.610 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench instruments assignment missing -> DMM-999
2026-08-22 21:34:30.610 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:79 - Validated 1 bench instruments
2026-08-22 21:34:30.610 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench boards from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_rejects_missing_ass0\bench.toml
2026-08-22 21:34:30.610 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:105 - Creating 1 instrument drivers using bench configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_rejects_missing_ass0\bench.toml
2026-08-22 21:34:30.611 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:114 - Resolving bench instrument missing from asset DMM-999
2026-08-22 21:34:30.611 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 21:34:30.671 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:94 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_rejects_duplicate_a0\bench.toml
2026-08-22 21:34:30.671 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_rejects_duplicate_a0\bench.toml
2026-08-22 21:34:30.671 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench instruments assignment first -> DMM-001
2026-08-22 21:34:30.731 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:94 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_rejects_unauthorize0\bench.toml
2026-08-22 21:34:30.731 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_bench_rejects_unauthorize0\bench.toml
2026-08-22 21:34:30.731 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:48 - Selecting driver for asset SCOPE-001 with type oscilloscope
2026-08-22 21:34:30.784 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:86 - Creating 1 board drivers using bench configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_create_boards_uses_base_d0\bench.toml
2026-08-22 21:34:30.785 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:95 - Resolving board characterization_board from asset BRD-001
2026-08-22 21:34:30.785 | DEBUG    | elims_instruments.boards.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 21:34:30.785 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create:43 - Creating Board driver for board asset BRD-001
2026-08-22 21:34:30.785 | DEBUG    | elims_instruments.boards.abstract | elims_instruments.boards.abstract:__init__:20 - Initialized Board driver for board asset BRD-001
2026-08-22 21:34:30.786 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:103 - Created 1 board drivers
2026-08-22 21:34:30.786 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:register:33 - Registered board builder FixtureBoard for type registered-fixture
2026-08-22 21:34:30.786 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create:43 - Creating FixtureBoard driver for board asset BRD-002
2026-08-22 21:34:30.786 | DEBUG    | elims_instruments.boards.abstract | elims_instruments.boards.abstract:__init__:20 - Initialized FixtureBoard driver for board asset BRD-002
2026-08-22 21:34:30.842 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:86 - Creating 1 board drivers using bench configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-temp-example-final\test_create_boards_rejects_mis0\bench.toml
2026-08-22 21:34:30.843 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:95 - Resolving board missing from asset BRD-999
2026-08-22 21:34:30.843 | DEBUG    | elims_instruments.boards.factory | elims_instruments.database.crud:fetch:112 - fetch
