2026-08-22 20:48:24.518 | DEBUG    | cli              | elims_instruments.cli.boards:_repository:49 - Opening board repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_cli_crud_lifecycle0\database.toml
2026-08-22 20:48:24.777 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_cli_crud_lifecycle1\database.toml
2026-08-22 20:48:24.820 | DEBUG    | cli              | elims_instruments.database.crud:add:119 - add
2026-08-22 20:48:24.833 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_cli_crud_lifecycle1\database.toml
2026-08-22 20:48:24.834 | DEBUG    | cli              | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 20:48:24.839 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_cli_crud_lifecycle1\database.toml
2026-08-22 20:48:24.840 | DEBUG    | cli              | elims_instruments.database.crud:fetchall:106 - fetchall
2026-08-22 20:48:24.844 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_cli_crud_lifecycle1\database.toml
2026-08-22 20:48:24.856 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_cli_crud_lifecycle1\database.toml
2026-08-22 20:48:24.857 | DEBUG    | cli              | elims_instruments.database.crud:remove:136 - remove
2026-08-22 20:48:24.867 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_cli_crud_lifecycle1\database.toml
2026-08-22 20:48:24.868 | DEBUG    | cli              | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 20:48:24.888 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_add_rejects_duplicate_ass0\database.toml
2026-08-22 20:48:24.932 | DEBUG    | cli              | elims_instruments.database.crud:add:119 - add
2026-08-22 20:48:24.944 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_add_rejects_duplicate_ass0\database.toml
2026-08-22 20:48:24.945 | DEBUG    | cli              | elims_instruments.database.crud:add:119 - add
2026-08-22 20:48:24.953 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_export_and_sync_yaml1\database.toml
2026-08-22 20:48:25.001 | DEBUG    | cli              | elims_instruments.database.crud:add:119 - add
2026-08-22 20:48:25.013 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_export_and_sync_yaml1\database.toml
2026-08-22 20:48:25.014 | DEBUG    | cli              | elims_instruments.database.crud:fetchall:106 - fetchall
2026-08-22 20:48:25.022 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_export_and_sync_yaml1\database.toml
2026-08-22 20:48:25.035 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:49 - Opening instrument repository with C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_export_and_sync_yaml1\database.toml
2026-08-22 20:48:25.035 | DEBUG    | cli              | elims_instruments.database.crud:fetchall:106 - fetchall
2026-08-22 20:48:25.630 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:95 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_creates_named_drive0\bench.toml
2026-08-22 20:48:25.630 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_creates_named_drive0\bench.toml
2026-08-22 20:48:25.631 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench instruments assignment primary_dmm -> DMM-001
2026-08-22 20:48:25.631 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench instruments assignment counter -> CNT-001
2026-08-22 20:48:25.631 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:79 - Validated 2 bench instruments
2026-08-22 20:48:25.631 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench boards from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_creates_named_drive0\bench.toml
2026-08-22 20:48:25.631 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:105 - Creating 2 instrument drivers using database configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_creates_named_drive0\database.toml
2026-08-22 20:48:25.632 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:113 - Resolving bench instrument primary_dmm from asset DMM-001
2026-08-22 20:48:25.632 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 20:48:25.633 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:48 - Selecting driver for asset DMM-001 with type multimeter
2026-08-22 20:48:25.633 | DEBUG    | elims_instruments.intruments.multimeter.factory | elims_instruments.intruments.multimeter.factory:create:67 - Creating Keysight34401A driver for multimeter asset DMM-001
2026-08-22 20:48:25.633 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight34401A driver for asset DMM-001
2026-08-22 20:48:25.633 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:61 - Created Keysight34401A driver for asset DMM-001
2026-08-22 20:48:25.633 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:113 - Resolving bench instrument counter from asset CNT-001
2026-08-22 20:48:25.633 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 20:48:25.633 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:48 - Selecting driver for asset CNT-001 with type counter
2026-08-22 20:48:25.633 | DEBUG    | elims_instruments.intruments.counter.factory | elims_instruments.intruments.counter.factory:create:67 - Creating Keysight53220A driver for counter asset CNT-001
2026-08-22 20:48:25.633 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight53220A driver for asset CNT-001
2026-08-22 20:48:25.633 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:61 - Created Keysight53220A driver for asset CNT-001
2026-08-22 20:48:25.633 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:119 - Created 2 instrument drivers
2026-08-22 20:48:25.633 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:86 - Creating 0 board drivers using database configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_creates_named_drive0\database.toml
2026-08-22 20:48:25.634 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:100 - Created 0 board drivers
2026-08-22 20:48:25.634 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:107 - Loaded bench with 2 instruments and 0 boards
2026-08-22 20:48:25.696 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:95 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_creates_named_board0\bench.toml
2026-08-22 20:48:25.697 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_creates_named_board0\bench.toml
2026-08-22 20:48:25.697 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench instruments assignment primary_dmm -> DMM-001
2026-08-22 20:48:25.697 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:79 - Validated 1 bench instruments
2026-08-22 20:48:25.697 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench boards from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_creates_named_board0\bench.toml
2026-08-22 20:48:25.697 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench boards assignment characterization_board -> BRD-001
2026-08-22 20:48:25.697 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:79 - Validated 1 bench boards
2026-08-22 20:48:25.697 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:105 - Creating 1 instrument drivers using database configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_creates_named_board0\database.toml
2026-08-22 20:48:25.698 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:113 - Resolving bench instrument primary_dmm from asset DMM-001
2026-08-22 20:48:25.698 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 20:48:25.698 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:48 - Selecting driver for asset DMM-001 with type multimeter
2026-08-22 20:48:25.698 | DEBUG    | elims_instruments.intruments.multimeter.factory | elims_instruments.intruments.multimeter.factory:create:67 - Creating Keysight34401A driver for multimeter asset DMM-001
2026-08-22 20:48:25.698 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight34401A driver for asset DMM-001
2026-08-22 20:48:25.698 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:61 - Created Keysight34401A driver for asset DMM-001
2026-08-22 20:48:25.698 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:119 - Created 1 instrument drivers
2026-08-22 20:48:25.698 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:86 - Creating 1 board drivers using database configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_creates_named_board0\database.toml
2026-08-22 20:48:25.699 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:94 - Resolving board characterization_board from asset BRD-001
2026-08-22 20:48:25.699 | DEBUG    | elims_instruments.boards.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 20:48:25.700 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create:43 - Creating Board driver for board asset BRD-001
2026-08-22 20:48:25.700 | DEBUG    | elims_instruments.boards.abstract | elims_instruments.boards.abstract:__init__:20 - Initialized Board driver for board asset BRD-001
2026-08-22 20:48:25.700 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:100 - Created 1 board drivers
2026-08-22 20:48:25.700 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:107 - Loaded bench with 1 instruments and 1 boards
2026-08-22 20:48:25.762 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:95 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_without_board_table0\bench.toml
2026-08-22 20:48:25.762 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_without_board_table0\bench.toml
2026-08-22 20:48:25.762 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench instruments assignment primary_dmm -> DMM-001
2026-08-22 20:48:25.762 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:79 - Validated 1 bench instruments
2026-08-22 20:48:25.762 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench boards from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_without_board_table0\bench.toml
2026-08-22 20:48:25.762 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:105 - Creating 1 instrument drivers using database configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_without_board_table0\database.toml
2026-08-22 20:48:25.763 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:113 - Resolving bench instrument primary_dmm from asset DMM-001
2026-08-22 20:48:25.763 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 20:48:25.764 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:48 - Selecting driver for asset DMM-001 with type multimeter
2026-08-22 20:48:25.764 | DEBUG    | elims_instruments.intruments.multimeter.factory | elims_instruments.intruments.multimeter.factory:create:67 - Creating Keysight34401A driver for multimeter asset DMM-001
2026-08-22 20:48:25.764 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight34401A driver for asset DMM-001
2026-08-22 20:48:25.764 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:61 - Created Keysight34401A driver for asset DMM-001
2026-08-22 20:48:25.764 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:119 - Created 1 instrument drivers
2026-08-22 20:48:25.764 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:86 - Creating 0 board drivers using database configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_without_board_table0\database.toml
2026-08-22 20:48:25.765 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:100 - Created 0 board drivers
2026-08-22 20:48:25.765 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:107 - Loaded bench with 1 instruments and 0 boards
2026-08-22 20:48:25.825 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:95 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_rejects_missing_ass0\bench.toml
2026-08-22 20:48:25.825 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_rejects_missing_ass0\bench.toml
2026-08-22 20:48:25.826 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench instruments assignment missing -> DMM-999
2026-08-22 20:48:25.826 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:79 - Validated 1 bench instruments
2026-08-22 20:48:25.826 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench boards from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_rejects_missing_ass0\bench.toml
2026-08-22 20:48:25.826 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:105 - Creating 1 instrument drivers using database configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_rejects_missing_ass0\database.toml
2026-08-22 20:48:25.827 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:113 - Resolving bench instrument missing from asset DMM-999
2026-08-22 20:48:25.827 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 20:48:25.894 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:95 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_rejects_duplicate_a0\bench.toml
2026-08-22 20:48:25.894 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_rejects_duplicate_a0\bench.toml
2026-08-22 20:48:25.894 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:78 - Validated bench instruments assignment first -> DMM-001
2026-08-22 20:48:25.955 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:95 - Loading bench from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_rejects_unauthorize0\bench.toml
2026-08-22 20:48:25.955 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_assignments:39 - Reading bench instruments from C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_bench_rejects_unauthorize0\bench.toml
2026-08-22 20:48:25.956 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:48 - Selecting driver for asset SCOPE-001 with type oscilloscope
2026-08-22 20:48:26.012 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:86 - Creating 1 board drivers using database configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_create_boards_uses_base_d0\database.toml
2026-08-22 20:48:26.013 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:94 - Resolving board characterization_board from asset BRD-001
2026-08-22 20:48:26.013 | DEBUG    | elims_instruments.boards.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-22 20:48:26.014 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create:43 - Creating Board driver for board asset BRD-001
2026-08-22 20:48:26.014 | DEBUG    | elims_instruments.boards.abstract | elims_instruments.boards.abstract:__init__:20 - Initialized Board driver for board asset BRD-001
2026-08-22 20:48:26.014 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:100 - Created 1 board drivers
2026-08-22 20:48:26.014 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:register:33 - Registered board builder FixtureBoard for type registered-fixture
2026-08-22 20:48:26.015 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create:43 - Creating FixtureBoard driver for board asset BRD-002
2026-08-22 20:48:26.015 | DEBUG    | elims_instruments.boards.abstract | elims_instruments.boards.abstract:__init__:20 - Initialized FixtureBoard driver for board asset BRD-002
2026-08-22 20:48:26.068 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:86 - Creating 1 board drivers using database configuration C:\Users\fabie\AppData\Local\Temp\elims-instruments-pytest-examples-final\test_create_boards_rejects_mis0\database.toml
2026-08-22 20:48:26.069 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:94 - Resolving board missing from asset BRD-999
2026-08-22 20:48:26.069 | DEBUG    | elims_instruments.boards.factory | elims_instruments.database.crud:fetch:112 - fetch
