2026-08-23 19:29:40.040 | DEBUG    | cli              | elims_instruments.cli.instruments:_repository:54 - Opening instrument repository with C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_cli_crud_lifecycle0\bench.toml
2026-08-23 19:29:40.662 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:122 - Validated 1 bench boards
2026-08-23 19:29:40.662 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:86 - Validating bench duts from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_board0\bench.toml
2026-08-23 19:29:40.662 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:109 - Creating 1 instrument drivers using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_board0\bench.toml
2026-08-23 19:29:40.662 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:122 - Resolving bench instrument primary_dmm from asset DMM-001
2026-08-23 19:29:40.663 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-23 19:29:40.663 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:50 - Selecting driver for asset DMM-001 with type multimeter
2026-08-23 19:29:40.663 | DEBUG    | elims_instruments.intruments.multimeter.factory | elims_instruments.intruments.multimeter.factory:create:70 - Creating Keysight34401A driver for multimeter asset DMM-001
2026-08-23 19:29:40.663 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight34401A driver for asset DMM-001
2026-08-23 19:29:40.663 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:65 - Created Keysight34401A driver for asset DMM-001
2026-08-23 19:29:40.663 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:130 - Created 1 instrument drivers
2026-08-23 19:29:40.663 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:87 - Creating 1 board drivers using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_board0\bench.toml
2026-08-23 19:29:40.664 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:100 - Resolving board characterization_board from asset BRD-001
2026-08-23 19:29:40.664 | DEBUG    | elims_instruments.boards.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-23 19:29:40.665 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create:44 - Creating Board driver for board asset BRD-001
2026-08-23 19:29:40.665 | DEBUG    | elims_instruments.boards.abstract | elims_instruments.boards.abstract:__init__:20 - Initialized Board driver for board asset BRD-001
2026-08-23 19:29:40.665 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:108 - Created 1 board drivers
2026-08-23 19:29:40.665 | INFO     | elims_instruments.duts.factory | elims_instruments.duts.factory:create_duts:87 - Creating 0 DUTs using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_board0\bench.toml
2026-08-23 19:29:40.665 | INFO     | elims_instruments.duts.factory | elims_instruments.duts.factory:create_duts:93 - Created 0 DUTs
2026-08-23 19:29:40.665 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:165 - Loaded bench with 1 instruments, 1 boards, and 0 DUTs
2026-08-23 19:29:40.778 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:142 - Loading bench from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_dut0\bench.toml
2026-08-23 19:29:40.778 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_configuration:71 - Reading bench configuration from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_dut0\bench.toml
2026-08-23 19:29:40.778 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:86 - Validating bench instruments from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_dut0\bench.toml
2026-08-23 19:29:40.778 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:116 - Validated bench instruments assignment primary_dmm -> DMM-001
2026-08-23 19:29:40.778 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:122 - Validated 1 bench instruments
2026-08-23 19:29:40.778 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:86 - Validating bench boards from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_dut0\bench.toml
2026-08-23 19:29:40.778 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:116 - Validated bench boards assignment characterization_board -> BRD-001
2026-08-23 19:29:40.778 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:122 - Validated 1 bench boards
2026-08-23 19:29:40.778 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:86 - Validating bench duts from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_dut0\bench.toml
2026-08-23 19:29:40.778 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:116 - Validated bench duts assignment characterized_ic -> DUT-001
2026-08-23 19:29:40.778 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:122 - Validated 1 bench duts
2026-08-23 19:29:40.779 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:109 - Creating 1 instrument drivers using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_dut0\bench.toml
2026-08-23 19:29:40.779 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:122 - Resolving bench instrument primary_dmm from asset DMM-001
2026-08-23 19:29:40.779 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-23 19:29:40.780 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:50 - Selecting driver for asset DMM-001 with type multimeter
2026-08-23 19:29:40.780 | DEBUG    | elims_instruments.intruments.multimeter.factory | elims_instruments.intruments.multimeter.factory:create:70 - Creating Keysight34401A driver for multimeter asset DMM-001
2026-08-23 19:29:40.780 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight34401A driver for asset DMM-001
2026-08-23 19:29:40.780 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:65 - Created Keysight34401A driver for asset DMM-001
2026-08-23 19:29:40.780 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:130 - Created 1 instrument drivers
2026-08-23 19:29:40.780 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:87 - Creating 1 board drivers using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_dut0\bench.toml
2026-08-23 19:29:40.781 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:100 - Resolving board characterization_board from asset BRD-001
2026-08-23 19:29:40.781 | DEBUG    | elims_instruments.boards.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-23 19:29:40.782 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create:44 - Creating Board driver for board asset BRD-001
2026-08-23 19:29:40.782 | DEBUG    | elims_instruments.boards.abstract | elims_instruments.boards.abstract:__init__:20 - Initialized Board driver for board asset BRD-001
2026-08-23 19:29:40.782 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:108 - Created 1 board drivers
2026-08-23 19:29:40.782 | INFO     | elims_instruments.duts.factory | elims_instruments.duts.factory:create_duts:87 - Creating 1 DUTs using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_creates_named_dut0\bench.toml
2026-08-23 19:29:40.782 | DEBUG    | elims_instruments.duts.factory | elims_instruments.duts.factory:create_duts:100 - Resolving DUT characterized_ic from asset DUT-001
2026-08-23 19:29:40.783 | DEBUG    | elims_instruments.duts.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-23 19:29:40.783 | DEBUG    | elims_instruments.duts.factory | elims_instruments.duts.factory:create:44 - Creating Dut for DUT asset DUT-001
2026-08-23 19:29:40.783 | DEBUG    | elims_instruments.duts.abstract | elims_instruments.duts.abstract:__init__:19 - Initialized Dut for DUT asset DUT-001
2026-08-23 19:29:40.783 | INFO     | elims_instruments.duts.factory | elims_instruments.duts.factory:create_duts:108 - Created 1 DUTs
2026-08-23 19:29:40.783 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:165 - Loaded bench with 1 instruments, 1 boards, and 1 DUTs
2026-08-23 19:29:40.896 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:142 - Loading bench from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_reads_configuration0\bench.toml
2026-08-23 19:29:40.896 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_configuration:71 - Reading bench configuration from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_reads_configuration0\bench.toml
2026-08-23 19:29:40.896 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:86 - Validating bench instruments from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_reads_configuration0\bench.toml
2026-08-23 19:29:40.896 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:116 - Validated bench instruments assignment primary_dmm -> DMM-001
2026-08-23 19:29:40.896 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:122 - Validated 1 bench instruments
2026-08-23 19:29:40.896 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:86 - Validating bench boards from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_reads_configuration0\bench.toml
2026-08-23 19:29:40.896 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:116 - Validated bench boards assignment characterization_board -> BRD-001
2026-08-23 19:29:40.896 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:122 - Validated 1 bench boards
2026-08-23 19:29:40.896 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:86 - Validating bench duts from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_reads_configuration0\bench.toml
2026-08-23 19:29:40.896 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:116 - Validated bench duts assignment characterized_ic -> DUT-001
2026-08-23 19:29:40.896 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:122 - Validated 1 bench duts
2026-08-23 19:29:40.896 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:109 - Creating 1 instrument drivers using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_reads_configuration0\bench.toml
2026-08-23 19:29:40.897 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:122 - Resolving bench instrument primary_dmm from asset DMM-001
2026-08-23 19:29:40.897 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-23 19:29:40.898 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:50 - Selecting driver for asset DMM-001 with type multimeter
2026-08-23 19:29:40.898 | DEBUG    | elims_instruments.intruments.multimeter.factory | elims_instruments.intruments.multimeter.factory:create:70 - Creating Keysight34401A driver for multimeter asset DMM-001
2026-08-23 19:29:40.898 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight34401A driver for asset DMM-001
2026-08-23 19:29:40.898 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:65 - Created Keysight34401A driver for asset DMM-001
2026-08-23 19:29:40.898 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:130 - Created 1 instrument drivers
2026-08-23 19:29:40.898 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:87 - Creating 1 board drivers using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_reads_configuration0\bench.toml
2026-08-23 19:29:40.899 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:100 - Resolving board characterization_board from asset BRD-001
2026-08-23 19:29:40.899 | DEBUG    | elims_instruments.boards.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-23 19:29:40.899 | DEBUG    | elims_instruments.boards.factory | elims_instruments.boards.factory:create:44 - Creating Board driver for board asset BRD-001
2026-08-23 19:29:40.899 | DEBUG    | elims_instruments.boards.abstract | elims_instruments.boards.abstract:__init__:20 - Initialized Board driver for board asset BRD-001
2026-08-23 19:29:40.899 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:108 - Created 1 board drivers
2026-08-23 19:29:40.899 | INFO     | elims_instruments.duts.factory | elims_instruments.duts.factory:create_duts:87 - Creating 1 DUTs using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_reads_configuration0\bench.toml
2026-08-23 19:29:40.900 | DEBUG    | elims_instruments.duts.factory | elims_instruments.duts.factory:create_duts:100 - Resolving DUT characterized_ic from asset DUT-001
2026-08-23 19:29:40.900 | DEBUG    | elims_instruments.duts.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-23 19:29:40.901 | DEBUG    | elims_instruments.duts.factory | elims_instruments.duts.factory:create:44 - Creating Dut for DUT asset DUT-001
2026-08-23 19:29:40.901 | DEBUG    | elims_instruments.duts.abstract | elims_instruments.duts.abstract:__init__:19 - Initialized Dut for DUT asset DUT-001
2026-08-23 19:29:40.901 | INFO     | elims_instruments.duts.factory | elims_instruments.duts.factory:create_duts:108 - Created 1 DUTs
2026-08-23 19:29:40.901 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:165 - Loaded bench with 1 instruments, 1 boards, and 1 DUTs
2026-08-23 19:29:41.014 | INFO     | elims_instruments.bench.bench | elims_instruments.bench.bench:__init__:142 - Loading bench from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_without_board_table0\bench.toml
2026-08-23 19:29:41.014 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_read_configuration:71 - Reading bench configuration from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_without_board_table0\bench.toml
2026-08-23 19:29:41.014 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:86 - Validating bench instruments from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_without_board_table0\bench.toml
2026-08-23 19:29:41.014 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:116 - Validated bench instruments assignment primary_dmm -> DMM-001
2026-08-23 19:29:41.014 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:122 - Validated 1 bench instruments
2026-08-23 19:29:41.014 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:86 - Validating bench boards from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_without_board_table0\bench.toml
2026-08-23 19:29:41.014 | DEBUG    | elims_instruments.bench.bench | elims_instruments.bench.bench:_validate_assignments:86 - Validating bench duts from C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_without_board_table0\bench.toml
2026-08-23 19:29:41.014 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:109 - Creating 1 instrument drivers using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_without_board_table0\bench.toml
2026-08-23 19:29:41.015 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:122 - Resolving bench instrument primary_dmm from asset DMM-001
2026-08-23 19:29:41.015 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.database.crud:fetch:112 - fetch
2026-08-23 19:29:41.016 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:50 - Selecting driver for asset DMM-001 with type multimeter
2026-08-23 19:29:41.016 | DEBUG    | elims_instruments.intruments.multimeter.factory | elims_instruments.intruments.multimeter.factory:create:70 - Creating Keysight34401A driver for multimeter asset DMM-001
2026-08-23 19:29:41.016 | DEBUG    | elims_instruments.intruments.abstract | elims_instruments.intruments.abstract:__init__:21 - Initialized Keysight34401A driver for asset DMM-001
2026-08-23 19:29:41.016 | DEBUG    | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create:65 - Created Keysight34401A driver for asset DMM-001
2026-08-23 19:29:41.016 | INFO     | elims_instruments.intruments.factory | elims_instruments.intruments.factory:create_instruments:130 - Created 1 instrument drivers
2026-08-23 19:29:41.016 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:87 - Creating 0 board drivers using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_without_board_table0\bench.toml
2026-08-23 19:29:41.016 | INFO     | elims_instruments.boards.factory | elims_instruments.boards.factory:create_boards:93 - Created 0 board drivers
2026-08-23 19:29:41.016 | INFO     | elims_instruments.duts.factory | elims_instruments.duts.factory:create_duts:87 - Creating 0 DUTs using bench configuration C:\Users\fabie\Documents\projets\elims-instruments\.pytest-tmp\test_bench_without_board_table0\bench.toml
2026-08-23 19:29:41.016 | INFO     | elims_instruments.duts.factory | elims_instruments.duts.factory:create_duts:93 - Created 0 DUTs
